Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;24/03/2025 01:28;21;M;Laurea magistrale;7;2;9;2;1;1;3;4;non so;Spiegazioni vocali;7;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;30/03/2025 13:16;22;M;Laurea triennale;1;10;3;10;2;1;8;4;Supporto per visori diversi e modalità esperto;Interazioni con la guida;6;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;05/05/2025 15:03;22;NON SPECIFICATO;Laurea triennale;6;3;3;2;6;1;2;5;Domande aperte guidate e quiz durante la visita;Spiegazioni vocali;1;1884;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;21/05/2025 16:00;22;M;Licenza media;1;2;8;8;2;10;2;9;Visione storica evolutiva e tecnologia vocale;Altro;9;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;03/12/2024 16:31;22;M;Licenza media;1;2;5;2;2;7;2;7;Visite notturne simulate e accesso a documenti d'archivio;Interazioni con la guida;8;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;22/02/2025 16:39;22;F;Laurea triennale;1;2;3;2;2;1;2;2;Visite guidate registrate e visite in tempo reale con amici;Spiegazioni vocali;2;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Alessandro Marcucci;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;12/12/2024 17:52;22;M;Laurea triennale;1;2;3;2;2;1;2;4;Esplorazione libera in stile open world e tracce audio storiche;Esposizioni fisiche;7;1884;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;06/12/2024 21:26;22;M;Laurea triennale;1;2;3;2;2;1;2;2;Visione a raggi X degli oggetti e esperienza per bambini;Interazioni con la guida;9;1874;Giovanni Cena;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;01/05/2025 23:32;22;M;Laurea triennale;1;2;4;6;2;1;2;6;Modalità accessibile e riconoscimento facciale per emozioni;Esposizioni fisiche;10;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;09/04/2025 12:29;23;NON SPECIFICATO;Laurea triennale;1;1;3;2;5;1;2;10;Integrazione con la realtà fisica e esperienze tematiche;Altro;1;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;20/04/2025 14:00;23;M;Laurea triennale;1;2;3;2;2;1;2;6;Scelta del livello di dettaglio e visite in tempo reale con amici;Spiegazioni vocali;7;1884;Duilio Cambellotti;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;06/02/2025 16:49;23;M;Laurea triennale;1;2;3;2;2;1;2;6;Visione storica evolutiva e ricostruzioni in scala reale;Altro;7;1912;Giovanni Cena;L'uso di materiali sensoriali;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;06/04/2025 19:12;23;NON SPECIFICATO;Laurea triennale;1;3;3;2;2;4;1;8;non so;Interazioni con la guida;10;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Sibilla Aleramo;Sibilla Aleramo;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;11/12/2024 20:51;23;M;Laurea triennale;2;2;3;2;4;9;2;2;Supporto per visori diversi e modalità esperto;Esposizioni fisiche;1;1907;Giovanni Cena;La costruzione di scuole in muratura;Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;03/05/2025 21:47;23;NON SPECIFICATO;Post-laurea;1;2;3;4;2;1;8;10;Esperienze tematiche e collezioni temporanee interattive;Spiegazioni vocali;5;1912;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;08/03/2025 22:18;23;M;Laurea triennale;1;2;3;2;2;1;2;1;Esperienze tematiche e collezioni temporanee interattive;Altro;9;1874;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;31/03/2025 22:25;23;M;Laurea triennale;1;2;4;2;2;1;2;10;Possibilità di fare domande e esperienze in prima persona;Altro;2;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;28/02/2025 00:31;23;M;Diploma superiore;6;3;7;2;10;1;2;8;Tracce audio storiche e visite notturne simulate;Esposizioni fisiche;1;1912;Maria Montessori;La costruzione di scuole in muratura;Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;13/05/2025 00:53;23;M;Laurea triennale;1;2;3;2;2;1;2;4;Visione storica evolutiva e realtà aumentata integrata;Interazioni con la guida;6;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;18/12/2024 13:19;24;M;Laurea triennale;1;2;3;2;2;1;2;4;non so;Spiegazioni vocali;9;1884;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;29/01/2025 14:10;24;M;Laurea triennale;1;2;3;2;2;1;2;1;Esplorazione libera in stile open world e possibilità di fare domande;Spiegazioni vocali;1;1874;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;13/01/2025 16:15;24;M;Laurea triennale;1;2;3;2;5;1;7;10;Accesso a documentari e ricostruzioni 3d dettagliate;Esposizioni fisiche;2;1884;Giovanni Cena;La promozione del fascismo nelle scuole;Alessandro Marcucci;Sibilla Aleramo;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;05/05/2025 16:38;24;M;Laurea triennale;1;2;3;2;2;1;2;1;Supporto per visori diversi e modalità realtà mista;Altro;5;1912;Ruggiero Bonghi;La costruzione di scuole in muratura;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;06/02/2025 17:14;24;M;Laurea triennale;1;2;3;2;2;1;2;5;Incontri con avatar storici e tecnologia vocale;Altro;4;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;07/02/2025 18:47;24;M;Laurea triennale;1;2;3;2;2;1;2;10;Scenari animati e riconoscimento facciale per emozioni;Interazioni con la guida;4;1912;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;14/03/2025 19:13;24;F;Laurea triennale;1;2;3;2;4;1;2;2;Supporto per visori diversi e esplorazione libera in stile open world;Esposizioni fisiche;6;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;09/01/2025 19:37;24;M;Licenza media;1;5;9;2;2;1;5;7;Scelta del livello di dettaglio e reazioni ambientali realistiche;Spiegazioni vocali;9;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Giovanni Cena;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;09/12/2024 20:55;24;M;Laurea triennale;1;5;3;7;2;1;7;8;Modalità cooperativa e interazione con strumenti antichi;Spiegazioni vocali;10;1907;Giovanni Cena;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;19/02/2025 22:14;24;M;Laurea triennale;1;2;3;2;2;1;2;9;Tracce audio storiche e supporto a haptic feedback;Altro;1;1874;Maria Montessori;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;31/03/2025 23:27;24;M;Laurea triennale;1;2;3;2;2;1;2;8;Creazione del proprio avatar e visione a raggi x degli oggetti;Esposizioni fisiche;5;1912;Maria Montessori;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;04/02/2025 12:48;25;NON SPECIFICATO;Laurea triennale;1;2;3;2;10;8;2;4;non so;Esposizioni fisiche;9;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;26/01/2025 14:56;25;M;Laurea triennale;1;2;3;2;2;1;4;6;Visite notturne simulate e incontri con avatar storici;Altro;1;1912;Maria Montessori;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Era destinata agli oggetti personali del maestro;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;23/04/2025 15:25;25;M;Laurea triennale;6;2;2;2;2;6;8;1;non so;Interazioni con la guida;2;1912;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;02/05/2025 17:09;25;M;Laurea triennale;1;2;3;2;2;1;2;6;non so;Altro;1;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;18/04/2025 18:29;25;NON SPECIFICATO;Laurea triennale;1;2;3;2;2;1;7;8;non so;Spiegazioni vocali;6;1912;Giovanni Cena;La costruzione di scuole in muratura;Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;06/02/2025 19:47;25;M;Laurea triennale;1;2;3;2;2;1;2;10;Modalità fotografica e simulazioni storiche in tempo reale;Spiegazioni vocali;4;1907;Ruggiero Bonghi;L'uso di materiali sensoriali;Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;15/01/2025 22:55;25;M;Post-laurea;1;2;3;2;2;8;2;5;Percorsi personalizzati e scelta del livello di dettaglio;Spiegazioni vocali;6;1884;Ruggiero Bonghi;L'uso di materiali sensoriali;Giovanni Cena;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;28/04/2025 00:13;25;M;Diploma superiore;1;2;5;2;7;1;7;6;Esperienze in prima persona e creazione del proprio avatar;Spiegazioni vocali;2;1907;Ruggiero Bonghi;L'uso di materiali sensoriali;Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;09/02/2025 17:19;25;M;Diploma superiore;8;2;6;6;2;1;5;1;non so;Esposizioni fisiche;8;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;17/01/2025 20:08;25;M;Laurea triennale;1;2;3;2;2;1;2;7;Gamification educativa e riconoscimento facciale per emozioni;Interazioni con la guida;7;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;19/03/2025 20:14;25;M;Laurea triennale;1;2;3;2;2;1;2;3;Supporto per visori diversi e modalità esperto;Altro;7;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Duilio Cambellotti;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
