Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze di realtà virtuale, dove 1 significa ""per nulla"" e 10 ""moltissimo""";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esperienze VR educative?;"6. Quanto frequentemente utilizzi tecnologie di realtà virtuale o esperienze immersive? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante l'esperienza nel museo VR con gli avatar AI? Valuta su una scala da 1 a 10;8. Ritieni che le spiegazioni fornite dagli avatar AI siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita;9. Durante l'esperienza VR, hai percepito difficoltà nel mantenere l'attenzione? Su una scala da 1 a 10;10. Quanto ritieni che la ricostruzione virtuale degli ambienti educativi storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante l'esperienza VR? Valuta su una scala da 1 a 10;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti dell'esperienza VR con gli avatar AI hai trovato più utili per l'apprendimento?;14. Quanto riterresti utile l'uso della VR con avatar AI per spiegare l'evoluzione degli strumenti educativi rispetto alla visita museale tradizionale?;1. Chi era Duilio Cambellotti, che ti ha guidato nella sala della scuola contadina dell'Agro romano?;2.  Quale ruolo aveva il teatrino nella scuola di inizio XX secolo ?;3. Giuseppe Lombardo Radice, che ti ha accompagnato nell'area della scuola popolare, è noto per:;4.  A cosa serviva il banco della scuola rurale di Marcucci ?;5. La scuola contadina dell'Agro romano, presentata da Cambellotti, aveva come obiettivo principale:;6. Cosa rappresenta la bambola di pelle scura conservata al museo ;7. Giuseppe Lombardo Radice collaborò strettamente con:;8. A cosa serve il modellino della fornace esposto al museo ;9. L'avatar di Pinocchio ha presentato la letteratura per l'infanzia come strumento per:
VR;20/06/2025 14:11;21;M;Diploma superiore;4;10;1;10;10;9;9;8;Accesso a documenti d'archivio e accesso offline;Ricostruzione ambienti;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;19/07/2025 14:43;21;M;Diploma superiore;7;9;4;10;6;9;10;10;Esperienze narrative e creazione del proprio avatar;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;18/06/2025 15:04;21;M;Diploma superiore;10;2;2;6;10;9;9;7;Tracce audio storiche e musica ambientale storica;Altro;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;24/11/2025 11:30;22;M;Diploma superiore;10;8;4;9;8;10;8;6;Visione storica evolutiva e accesso a documentari;Ricostruzione ambienti;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;07/07/2025 11:34;22;M;Diploma superiore;5;5;3;8;10;8;10;3;Chat con esperti e accesso a documentari;Ricostruzione ambienti;7;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;03/10/2025 11:38;22;M;Diploma superiore;9;3;4;10;7;8;9;8;Scenari animati e modalità fotografica;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Formare artisti e illustratori;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;27/08/2025 11:48;22;F;Diploma superiore;9;8;4;9;7;3;5;9;Tracce audio storiche e visite notturne simulate;Ricostruzione ambienti;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;10/09/2025 12:27;22;F;Diploma superiore;9;9;2;8;8;9;4;8;Accesso a documentari;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;24/09/2025 12:45;22;F;Diploma superiore;9;8;2;8;6;4;10;9;Riconoscimento facciale per emozioni e interazioni con altri visitatori;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A riscaldare realmente le aule del museo;Semplice intrattenimento
VR;19/07/2025 13:56;22;F;Diploma superiore;4;2;5;10;8;5;5;8;Collezioni temporanee interattive e percorsi personalizzati;Elementi interattivi;8;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;08/07/2025 14:29;22;M;Diploma superiore;6;5;3;10;10;7;7;10;Visite notturne simulate e accesso a documenti d'archivio;Interazioni con gli avatar;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;21/08/2025 15:06;22;F;Diploma superiore;3;6;10;7;7;7;9;6;Traduzione simultanea e tracce audio storiche;Altro;9;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Un oggetto di artigianato africano importato per il commercio;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Semplice intrattenimento
VR;25/07/2025 15:21;22;M;Diploma superiore;10;9;4;7;7;5;8;2;Esperienze narrative e creazione del proprio avatar;Elementi interattivi;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A decorare la sala espositiva;Sviluppo delle abilità matematiche
VR;08/11/2025 12:26;23;M;Diploma superiore;8;6;3;7;9;10;9;7;Visione a raggi X degli oggetti e esperienza per bambini;Ricostruzione ambienti;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;18/09/2025 13:06;23;F;Laurea triennale;2;7;1;10;7;8;5;8;Modalità accessibile e riconoscimento facciale per emozioni;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;21/11/2025 13:43;23;F;Diploma superiore;3;1;1;9;7;8;7;6;Accesso a documentari e gamification educativa;Interazioni con gli avatar;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;20/07/2025 13:48;23;F;Laurea triennale;7;5;6;9;8;10;8;9;Tecnologia vocale e supporto per visori diversi;Elementi interattivi;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;28/06/2025 14:16;23;M;Diploma superiore;10;9;9;7;8;7;9;8;Accesso offline e modalità realtà mista;Interazioni con gli avatar;10;Un fondatore di scuole elementari;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;05/10/2025 14:19;23;M;Diploma superiore;10;8;3;10;8;1;5;8;Visione storica evolutiva e accesso a documentari;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Creare teatri rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;30/06/2025 15:09;23;M;Laurea triennale;10;1;2;6;8;10;2;10;Possibilità di fare domande e simulazioni storiche in tempo reale;Interazioni con gli avatar;9;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;L'introduzione delle tecnologie in classe;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;13/07/2025 15:17;23;F;Laurea triennale;9;7;1;9;8;9;9;9;Scenari animati e esperienze in prima persona;Altro;9;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;19/06/2025 11:00;24;F;Diploma superiore;10;2;2;6;10;8;6;3;Modalità accessibile e riconoscimento facciale per emozioni;Interazioni con gli avatar;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;22/09/2025 11:50;24;M;Diploma superiore;10;6;2;7;7;9;7;7;Visite in tempo reale con amici e visione storica evolutiva;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;29/08/2025 12:24;24;M;Laurea triennale;8;3;2;7;8;7;7;7;Visite notturne simulate e interazione con strumenti antichi;Altro;9;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Promuovere l'arte nelle campagne;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Semplice intrattenimento
VR;21/07/2025 12:36;24;F;Diploma superiore;6;7;2;8;10;5;3;7;Esperienze narrative e visione a raggi x degli oggetti;Altro;8;Un fondatore di scuole elementari;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Semplice intrattenimento
