Gruppo,Data,Eta,Fascia_Eta,Genere,Livello_Istruzione,Influenza_Eta,Influenza_Formazione,Frequenza_Visite,Interesse,Chiarezza,Difficolta_Attenzione,Efficacia,Coinvolgimento_Emotivo,Funzionalita_Desiderate,Aspetti_Utili,Utilita_VR,Quiz_1_Fondazione,Quiz_2_Fondatore,Quiz_3_Montessori,Quiz_4_Banchi,Quiz_5_Decorazione,Quiz_6_Cassettiera,Quiz_7_Pinocchio,Quiz_8_Banco_Urbano,Quiz_9_GoKart
VR,03/10/2025 11:38,22,18-25,M,Diploma superiore,9,3,4,10,7,8,9,8,Scenari animati e modalità fotografica,Interazioni con gli avatar,7,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Formare artisti e illustratori,Un giocattolo moderno per promuovere l'inclusività,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,27/08/2025 11:48,22,18-25,F,Diploma superiore,9,8,4,9,7,3,5,9,Tracce audio storiche e visite notturne simulate,Ricostruzione ambienti,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,10/09/2025 12:27,22,18-25,F,Diploma superiore,9,9,2,8,8,9,4,8,Accesso a documentari,Elementi interattivi,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era riservato unicamente al maestro,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,24/09/2025 12:45,22,18-25,F,Diploma superiore,9,8,2,8,6,4,10,9,Riconoscimento facciale per emozioni e interazioni con altri visitatori,Elementi interattivi,9,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A riscaldare realmente le aule del museo,Semplice intrattenimento
VR,19/07/2025 13:56,22,18-25,F,Diploma superiore,4,2,5,10,8,5,5,8,Collezioni temporanee interattive e percorsi personalizzati,Elementi interattivi,8,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Maria Montessori nel metodo educativo,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,08/07/2025 14:29,22,18-25,M,Diploma superiore,6,5,3,10,10,7,7,10,Visite notturne simulate e accesso a documenti d'archivio,Interazioni con gli avatar,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Serviva solo per gli esami finali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,21/08/2025 15:06,22,18-25,F,Diploma superiore,3,6,10,7,7,7,9,6,Traduzione simultanea e tracce audio storiche,Altro,9,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,L'introduzione delle tecnologie in classe,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Creare teatri rurali,Un oggetto di artigianato africano importato per il commercio,Maria Montessori nel metodo educativo,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Semplice intrattenimento
VR,25/07/2025 15:21,22,18-25,M,Diploma superiore,10,9,4,7,7,5,8,2,Esperienze narrative e creazione del proprio avatar,Elementi interattivi,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A decorare la sala espositiva,Sviluppo delle abilità matematiche
VR,08/11/2025 12:26,23,18-25,M,Diploma superiore,8,6,3,7,9,10,9,7,Visione a raggi X degli oggetti e esperienza per bambini,Ricostruzione ambienti,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,18/09/2025 13:06,23,18-25,F,Laurea triennale,2,7,1,10,7,8,5,8,Modalità accessibile e riconoscimento facciale per emozioni,Elementi interattivi,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,21/11/2025 13:43,23,18-25,F,Diploma superiore,3,1,1,9,7,8,7,6,Accesso a documentari e gamification educativa,Interazioni con gli avatar,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,20/07/2025 13:48,23,18-25,F,Laurea triennale,7,5,6,9,8,10,8,9,Tecnologia vocale e supporto per visori diversi,Elementi interattivi,7,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,28/06/2025 14:16,23,18-25,M,Diploma superiore,10,9,9,7,8,7,9,8,Accesso offline e modalità realtà mista,Interazioni con gli avatar,10,Un fondatore di scuole elementari,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,05/10/2025 14:19,23,18-25,M,Diploma superiore,10,8,3,10,8,1,5,8,Visione storica evolutiva e accesso a documentari,Elementi interattivi,8,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,Lo sviluppo della scuola attiva e popolare,Serviva solo per gli esami finali,Creare teatri rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
VR,30/06/2025 15:09,23,18-25,M,Laurea triennale,10,1,2,6,8,10,2,10,Possibilità di fare domande e simulazioni storiche in tempo reale,Interazioni con gli avatar,9,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,L'introduzione delle tecnologie in classe,Era riservato unicamente al maestro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
VR,13/07/2025 15:17,23,18-25,F,Laurea triennale,9,7,1,9,8,9,9,9,Scenari animati e esperienze in prima persona,Altro,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,19/06/2025 11:00,24,18-25,F,Diploma superiore,10,2,2,6,10,8,6,3,Modalità accessibile e riconoscimento facciale per emozioni,Interazioni con gli avatar,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,22/09/2025 11:50,24,18-25,M,Diploma superiore,10,6,2,7,7,9,7,7,Visite in tempo reale con amici e visione storica evolutiva,Ricostruzione ambienti,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,29/08/2025 12:24,24,18-25,M,Laurea triennale,8,3,2,7,8,7,7,7,Visite notturne simulate e interazione con strumenti antichi,Altro,9,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Promuovere l'arte nelle campagne,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Semplice intrattenimento
VR,21/07/2025 12:36,24,18-25,F,Diploma superiore,6,7,2,8,10,5,3,7,Esperienze narrative e visione a raggi x degli oggetti,Altro,8,Un fondatore di scuole elementari,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Alfabetizzare e educare le popolazioni rurali,Un giocattolo moderno per promuovere l'inclusività,Giovanni Gentile nella riforma scolastica,A conservare oggetti antichi,Semplice intrattenimento
VR,12/10/2025 13:30,24,18-25,M,Diploma superiore,9,7,1,7,6,7,9,2,Possibilità di fare domande e simulazioni storiche in tempo reale,Interazioni con gli avatar,10,Un fondatore di scuole elementari,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,28/06/2025 10:27,25,18-25,F,Diploma superiore,10,5,7,8,6,7,4,9,Esperienze narrative e creazione del proprio avatar,Ricostruzione ambienti,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,13/07/2025 11:08,25,18-25,F,Laurea triennale,9,8,3,8,7,7,8,7,Scenari animati e riconoscimento facciale per emozioni,Ricostruzione ambienti,9,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
